,處理的字串,label,predict
595,我要聽壁虎的歌,(2 3) (3 5),(3 5)
596,故事,(0 2),(0 2)
597,播放韓語歌,(2 4),(2 4)
598,我要聽張學友的歌,(3 6),(3 6)
599,播放音樂,,
600,我要聽嘻哈音樂,(3 5),(3 5)
601,我要聽煙花易冷,(3 7),(3 7)
602,播放音樂,,
603,我要聽鄧麗君的歌,(3 6),(3 6)
604,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
605,我要聽周杰倫的歌,(3 6),(3 6)
606,我要聽詹雅雯的歌,(3 6),(3 6)
607,播放一曲相思,(2 6),(2 6)
608,學貓叫,(0 3),(0 3)
609,黃襯衫平劉海小眼鏡男孩,(9 11),(7 11)
610,我要聽熱門歌曲,(3 5),(3 5)
611,我要聽鬼故事,(3 6),(3 6)
612,我要聽張宇的歌,(3 5),(3 5)
613,播放一曲相思,(2 6),(2 6)
614,唱一首小蘋果,(3 6),(3 6)
615,播放一曲相思,(2 6),(2 6)
616,我要聽橄欖樹,(3 6),(3 6)
617,我要聽徐佳瑩的歌,(3 6),(3 6)
618,唱一首小蘋果,(3 6),(3 6)
619,我要聽莫文蔚的歌,(3 6),(3 6)
620,我要聽煙花易冷,(3 7),(3 7)
621,我要聽光年之外,(3 7),(3 7)
622,唱一首小蘋果,(3 6),(3 6)
623,唱一首小蘋果,(3 6),(3 6)
624,我要聽兒歌,(3 5),(3 5)
625,我要聽春天的歌曲,(3 7),(3 7)
626,我要聽獨立音樂,(3 5),(3 5)
627,我要聽爵士音樂,(3 5),(3 5)
628,我愛你,(0 3),(0 3)
629,我要聽夕陽排行榜,(3 5) (5 8),(3 5) (5 8)
630,涼涼,(0 2),(0 2)
631,唱一首小蘋果,(3 6),(3 6)
632,我要聽張韶涵的歌,(3 6),(3 6)
633,我要聽華語音樂,(3 5),(3 5)
634,我要聽詹雅雯的歌,(3 6),(3 6)
635,播放熱門音樂,(2 4),(2 4)
636,播放一曲相思,(2 6),(2 6)
637,我要聽鬼故事,(3 6),(3 6)
638,涼涼,(0 2),(0 2)
639,我要聽田馥甄的歌,(3 6),(3 6)
640,播放一曲相思,(2 6),(2 6)
641,我要聽江蕙的歌,(3 5),(3 5)
642,放香港的歌,(1 3),(1 3)
643,我要聽走到飛,(3 6),(3 6)
644,我要聽煙花易冷,(3 7),(3 7)
645,我要聽紅蜻蜓,(3 6),(3 6)
646,我要聽林俊傑的歌,(3 6),(3 6)
647,涼涼,(0 2),(0 2)
648,我要聽搖滾音樂,(3 5),(3 5)
649,我要聽節奏藍調音樂,(3 7),(3 7)
650,追追追,(0 3),(0 3)
651,播費玉清的晚安曲,(1 4) (5 8),(1 4) (5 8)
652,我要聽情歌精選,(3 5),(3 5)
653,我想聽李白,(3 5),(3 5)
654,我要聽排行榜,(3 6),(3 6)
655,播放韓語歌,(2 4),(2 4)
656,我要聽王力宏的歌,(3 6),(3 6)
657,我要聽西遊記,(3 6),(3 6)
658,我要聽三隻小豬,(3 7),(3 7)
659,播放一曲相思,(2 6),(2 6)
660,播放一曲相思,(2 6),(2 6)
661,我要聽周杰倫的歌,(3 6),(3 6)
662,許美靜,(0 3),(0 3)
663,我要聽周興哲的歌,(3 6),(3 6)
664,下一個故事,(1 5),(1 5)
665,我要聽帥到分手,(3 7),(3 7)
666,我要聽街角的祝福,(3 8),(3 8)
667,我要聽吳卓源的歌,(3 6),(3 6)
668,我要聽橄欖樹,(3 6),(3 6)
669,播放起風了,(2 5),(2 5)
670,播放一曲相思,(2 6),(2 6)
671,我要聽睡眠音樂,(3 5),(3 5)
672,我要聽我好嗎,(3 6),(3 6)
673,電子音樂,(0 2),(0 2)
674,我要聽兒歌,(3 5),(3 5)
675,Celine Dion,(0 11),(0 11)
676,我要聽孫露的歌,(3 5),(3 5)
677,播放起風了,(2 5),(2 5)
678,我要聽音樂,,
679,我要聽買榜,(3 5),(3 5)
680,我要聽古典音樂,(3 5),(3 5)
681,我要聽熱門歌曲,(3 5),(3 5)
682,我要聽相聲,(3 5),(3 5)
683,我要聽相聲,(3 5),(3 5)
684,我要聽我好嗎,(3 6),(3 6)
685,蘇芮,(0 2),(0 2)
686,沙漠駱駝,(0 4),(0 4)
687,我要聽嘻哈音樂,(3 5),(3 5)
688,爸爸很好的爸爸,(2 4),
689,我要聽鬼故事,(3 6),(3 6)
690,我要聽鄧麗君的歌,(3 6),(3 6)
691,我要聽王力宏的歌,(3 6),(3 6)
692,追追追,(0 3),(0 3)
693,我要聽心靈音樂,(3 7),(3 7)
694,我要聽搖滾音樂,(3 5),(3 5)
695,我要聽光年之外,(3 7),(3 7)
696,我要聽兒歌,(3 5),(3 5)
697,我要聽范曉萱的大聲唱歌,(3 6) (7 11),(3 6) (7 11)
698,我要聽劉德華的歌,(3 6),(3 6)
699,播防彈少年團的歌,(1 6),(1 6)
700,我要聽音樂,,
701,鄭秀文,(0 3),(0 3)
702,愛我你就抱抱我,(0 7),(0 7)
703,我要聽買榜,(3 5),(3 5)
704,yoga gentleman,(5 14),(0 14)
705,我要聽on the sea,(3 13),(3 13)
706,我要聽安靜,(3 5),(3 5)
707,我要聽買榜,(3 5),(3 5)
708,我要聽相聲選粹,(3 7),(3 7)
709,披頭四,(0 3),(0 3)
710,放首hush hush,(2 11),(2 11)
711,唱一首小蘋果,(3 6),(3 6)
712,我要聽橄欖樹,(3 6),(3 6)
713,我要聽動力火車的歌,(3 7),(3 7)
714,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
715,我要聽江蕙的歌,(3 5),(3 5)
716,我要聽搖滾音樂排行榜,(3 5) (7 10),(3 5) (7 10)
717,收藏歌曲,(0 2),(0 2)
718,洪榮宏,(0 3),(0 3)
719,我要聽光年之外,(3 7),(3 7)
720,我要聽鬼故事,(3 6),(3 6)
721,謝金燕,(0 3),(0 3)
722,我要聽女孩你知道嗎,(3 9),(5 9)
723,我要聽香蕉歌,(3 6),(3 6)
724,往後餘生,(0 4),(0 4)
725,我要聽橄欖樹,(3 6),(3 6)
726,我要聽西遊記,(3 6),(3 6)
727,播放韓語歌,(2 4),(2 4)
728,愛我你就抱抱我,(0 7),(0 7)
729,我要聽蘇打綠的歌,(3 6),(3 6)
730,放英文歌,(1 3),(1 3)
731,我要聽江蕙的歌,(3 5),(3 5)
732,唱一首小蘋果,(3 6),(3 6)
733,沙漠駱駝,(0 4),(0 4)
734,阿拉丁電影原聲帶,(3 5),(3 5)
735,跟我說個白雪公主故事,(4 8),(4 8)
736,我要聽田馥甄的歌,(3 6),(3 6)
737,沙漠駱駝,(0 4),(0 4)
738,播放五月天的歌,(2 5),(2 5)
739,我要聽買榜,(3 5),(3 5)
740,兩隻老虎,(0 4),(0 4)
741,我要聽粵語歌,(3 5),(3 5)
742,我要聽蔡依林的歌,(3 6),(3 6)
743,播放教師節味兒場,(0 2),(2 5)
744,我要聽愛情的模樣,(3 8),(3 8)
745,我要聽張宇的歌,(3 5),(3 5)
746,我要聽鄧麗君的歌,(3 6),(3 6)
747,放抒情歌,(1 3),(1 3)
748,我要聽張宇的歌,(3 5),(3 5)
749,我要聽李聖傑的歌,(3 6),(3 6)
750,兩隻老虎,(0 4),(0 4)
751,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
752,我要聽新歌,(3 5),(3 5)
753,播放一曲相思,(2 6),(2 6)
754,綠色,(0 2),(0 2)
755,跟我說個白雪公主故事,(4 8),(4 8)
756,許美靜,(0 3),(0 3)
757,我要聽五月天的星空,(3 6) (7 9),(3 6) (7 9)
758,播放韓語歌,(2 4),(2 4)
759,我要聽相聲,(3 5),(3 5)
760,學貓叫,(0 3),(0 3)
761,我要聽費玉清的歌,(3 6),(3 6)
762,我要聽音樂,,
763,我要聽台語歌,(3 5),(3 5)
764,我要聽周杰倫的歌,(3 6),(3 6)
765,我要聽嘻哈音樂,(3 5),(3 5)
766,我要聽江蕙的歌,(3 5),(3 5)
767,播放一曲相思,(2 6),(2 6)
768,我要聽動力火車的歌,(3 7),(3 7)
769,我要聽搖滾音樂,(3 5),(3 5)
770,我要聽林宥嘉的歌,(3 6),(3 6)
771,我要聽毛毛歌,(3 6),(3 6)
772,我要聽搖滾音樂,(3 5),(3 5)
773,想聽鳳飛飛,(2 5),(2 5)
774,生日快樂,(0 4),(0 4)
775,我想聽無言的結局,(3 8),(3 8)
776,我要聽英文歌,(3 5),(3 5)
777,我要聽劉德華的歌,(3 6),(3 6)
778,我要聽鳳飛飛的歌,(3 6),(3 6)
779,我要看電影電影的時間表,(8 11),(8 31)
780,我要聽林俊傑的歌,(3 6),(3 6)
781,我要聽張學友的歌,(3 6),(3 6)
782,我要聽張雨生的歌,(3 6),(3 6)
783,有聲書,(0 3),(0 3)
784,播放韓語歌,(2 4),(2 4)
785,沙漠駱駝,(0 4),(0 4)
786,我要聽光年之外,(3 7),(3 7)
787,學貓叫,(0 3),(0 3)
788,沙漠駱駝,(0 4),(0 4)
789,我要聽新歌,(3 5),(3 5)
790,播放一曲相思,(2 6),(2 6)
791,我要聽烽火天榜,(3 7),(3 7)
792,我要聽相聲,(3 5),(3 5)
793,我要聽周杰倫的歌,(3 6),(3 6)
794,愛我你就抱抱我,(0 7),(0 7)
795,我要聽鬼故事,(3 6),(3 6)
796,播放一曲相思,(2 6),(2 6)
797,我要聽光年之外,(3 7),(3 7)
798,我要聽張清芳的歌,(3 6),(3 6)
799,播放起風了,(2 5),(2 5)
800,我要聽鄧麗君的歌,(3 6),(3 6)
801,我要聽防彈少年團的歌,(3 8),(3 8)
802,我要聽田馥甄的歌,(3 6),(3 6)
803,幫我放在沒有你以後,(3 9),(3 9)
804,我要聽于文文的歌,(3 6),(3 6)
805,李玟,(0 2),(0 2)
806,我要聽林俊傑的歌,(3 6),(3 6)
807,我要聽英文歌,(3 5),(3 5)
808,我要聽橄欖樹,(3 6),(3 6)
809,播放一曲相思,(2 6),(2 6)
810,播放一曲相思,(2 6),(2 6)
811,我要聽江蕙的歌,(3 5),(3 5)
812,我要聽光年之外,(3 7),(3 7)
813,相聲,(0 2),(0 2)
814,我要聽音樂,,
815,我要聽悲傷的歌曲,(3 5),(3 5)
816,我要聽搖滾音樂,(3 5),(3 5)
817,彭佳慧,(0 3),(0 3)
818,我要聽鬼故事,(3 6),(3 6)
819,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
820,我要聽莫文蔚的歌,(3 6),(3 6)
821,我要聽煙花易冷,(3 7),(3 7)
822,往後餘生,(0 4),(0 4)
823,我要聽西洋排行榜,(3 5) (5 8),(3 5) (5 8)
824,把玫瑰少年,(1 5),(1 5)
825,我要聽雷鬼音樂,(3 5),(3 5)
826,我要聽吳卓源的歌,(3 6),(3 6)
827,我要聽周華健的歌,(3 6),(3 6)
828,我要聽王力宏的歌,(3 6),(3 6)
829,我要聽 Alan Walker 的歌,(4 15),(4 15)
830,許富凱,(0 3),(0 3)
831,想聽周杰倫的音樂,(2 5),(2 5)
832,楊宗緯涼涼,(0 3) (3 5),(0 3) (3 5)
833,幫我點周杰倫熱門歌曲,(3 6) (6 8),(3 6) (6 8)
834,我要聽林俊傑的歌,(3 6),(3 6)
835,我要聽相聲,(3 5),(3 5)
836,我要聽兒歌,(3 5),(3 5)
837,我要聽買榜,(3 5),(3 5)
838,我要聽相聲,(3 5),(3 5)
839,我要聽蔡依林的歌,(3 6),(3 6)
840,我要聽節奏藍調音樂,(3 7),(3 7)
841,我要聽 Misia 的歌,(4 9),(4 9)
842,我要聽林俊傑的歌,(3 6),(3 6)
843,我要聽嘻哈音樂,(3 5),(3 5)
844,播放音樂,,
845,播放一曲相思,(2 6),(2 6)
846,我要聽陳綺貞的歌,(3 6),(3 6)
847,我要聽吳卓源的歌,(3 6),(3 6)
848,我要聽鳳飛飛的歌,(3 6),(3 6)
849,我要聽你喜歡我的歌嗎,(3 10),(3 10)
850,我要聽快樂的音樂,(3 6),(3 6)
851,我要聽電子音樂,(3 5),(3 5)
852,幫我放一星空,(4 6),(4 6)
853,唱一首小蘋果,(3 6),(3 6)
854,冰雪奇緣主題曲,(4 7),(4 7)
855,兩隻老虎,(0 4),(0 4)
856,我要聽光年之外,(3 7),(3 7)
857,我要聽光年之外,(3 7),(3 7)
858,我要聽日文歌,(3 5),(3 5)
859,我要聽周杰倫的歌,(3 6),(3 6)
860,我要聽田馥甄的歌,(3 6),(3 6)
861,我想聽無言的結局,(3 8),(3 8)
862,我要聽田馥甄的歌,(3 6),(3 6)
863,我要聽費玉清的歌,(3 6),(3 6)
864,播放一曲相思,(2 6),(2 6)
865,披頭四,(0 3),(0 3)
866,我要聽嘻哈音樂,(3 5),(3 5)
867,我要聽薛之謙的歌,(3 6),(3 6)
868,我要聽熱門歌曲,(3 5),(3 5)
869,犀利筆小豹海厲害,(5 7),(6 8)
870,我要聽許茹芸的歌,(3 6),(3 6)
871,我要聽光年之外,(3 7),(3 7)
872,我要聽費玉清的歌,(3 6),(3 6)
873,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
874,我要聽我好嗎,(3 6),(3 6)
875,我要聽睡眠音樂,(3 5),(3 5)
876,黃鶯鶯的哭砂,(0 3) (4 6),(0 3) (4 6)
877,我要聽派對動物,(3 5),(3 7)
878,大悲咒,(0 3),(0 3)
879,我要聽粵語歌,(3 5),(3 5)
880,往後餘生,(0 4),(0 4)
881,播放一曲相思,(2 6),(2 6)
882,我要聽陳綺貞的歌,(3 6),(3 6)
883,我要聽浪漫的音樂,(3 5),(3 5)
884,播放張學友,(2 5),(2 5)
885,我要聽周杰倫的歌,(3 6),(3 6)
886,愛我你就抱抱我,(0 7),(0 7)
887,我要聽張宇的歌,(3 5),(3 5)
888,我要聽田馥甄的歌,(3 6),(3 6)
889,我要聽林憶蓮的歌,(3 6),(3 6)
890,我要聽鬼故事,(3 6),(3 6)
891,學貓叫,(0 3),(0 3)
892,我要聽香草把噗,(3 7),(3 5)
893,我要聽光年之外,(3 7),(3 7)
894,我要聽兒歌,(3 5),(3 5)
895,播放卡農,(2 4),(2 4)
896,我要聽音樂,,
897,我要聽獨立音樂,(3 5),(3 5)
898,我要聽校歌了麼小哥,(7 9),
899,我要聽走到飛,(3 6),(3 6)
900,我要聽搖滾音樂,(3 5),(3 5)
901,我要聽浪漫的音樂,(3 5),(3 5)
902,學貓叫,(0 3),(0 3)
903,我要聽留不住的故事,(3 9),(3 9)
904,播放一曲相思,(2 6),(2 6)
905,播費玉清的晚安曲,(1 4) (5 8),(1 4) (5 8)
906,我要聽韓語排行榜,(3 5) (5 8),(3 5) (5 8)
907,我要聽于文文的歌,(3 6),(3 6)
908,我要聽林俊傑的歌,(3 6),(3 6)
909,播放蔡依林的你也有今天,(2 5) (6 11),(2 5) (6 11)
910,我要聽有點野,(3 6),(3 6)
911,我要聽愛情的模樣,(3 8),(3 8)
912,我要聽愛的可能,(3 7),(3 7)
913,我要聽冬季適合聽的歌曲,(3 5),(3 5)
914,我要聽古典音樂,(3 5),(3 5)
915,我要聽電子音樂,(3 5),(3 5)
916,我要聽鬼故事,(3 6),(3 6)
917,播放悲傷如雨,(2 4),(2 6)
918,我要聽古典音樂,(3 5),(3 5)
919,播放一曲相思,(2 6),(2 6)
920,我要聽韓語排行榜,(3 5) (5 8),(3 5) (5 8)
921,我要聽搖滾音樂,(3 5),(3 5)
922,我要聽煙花易冷,(3 7),(3 7)
923,我要聽留不住的故事,(3 9),(3 9)
924,我要聽宇多田光的歌,(3 7),(3 7)
925,高勝美的哭砂,(0 3) (4 6),(0 3) (4 6)
926,播放我還年輕,(2 6),(2 6)
927,我要聽江蕙的歌,(3 5),(3 5)
928,愛我你就抱抱我,(0 7),(0 7)
929,我要聽西遊記,(3 6),(3 6)
930,學貓叫,(0 3),(0 3)
931,我要聽周興哲的歌,(3 6),(3 6)
932,我要聽英文版綠野仙蹤,(3 10),(3 10)
933,我要聽新歌,(3 5),(3 5)
934,我要聽大叔,(3 5),(3 5)
935,莉莉,(0 2),(0 2)
936,我要聽吳卓源的歌,(3 6),(3 6)
937,我要聽煙花易冷,(3 7),(3 7)
938,我要聽煙花易冷,(3 7),(3 7)
939,我要聽嘻哈音樂,(3 5),(3 5)
940,我要聽粵語歌,(3 5),(3 5)
941,我要聽林俊傑的歌,(3 6),(3 6)
942,小胖小胖我要一分我要一本書的一小泡,(10 13),(10 13)
943,唱一首小蘋果,(3 6),(3 6)
944,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
945,我要聽徐懷鈺等不及,(3 6),(3 6) (6 9)
946,我要聽伍佰的歌,(3 6),(3 6)
947,我要聽鄧麗君的歌,(3 6),(3 6)
948,我要聽搖滾音樂,(3 5),(3 5)
949,say say say,(0 11),(0 11)
950,我要聽林俊傑的歌,(3 6),(3 6)
951,往後餘生,(0 4),(0 4)
952,我要聽失戀排行榜,(5 8),(5 8)
953,播放起風了,(2 5),(2 5)
954,我要聽日文歌,(3 5),(3 5)
955,學貓叫,(0 3),(0 3)
956,我要聽悲傷的歌曲,(3 5),(3 5)
957,我要聽林宥嘉的歌,(3 6),(3 6)
958,我要聽小野麗莎的歌,(5 7),(3 7)
959,兩隻老虎,(0 4),(0 4)
960,播放起風了,(2 5),(2 5)
961,有一種悲傷,(3 5),(0 5)
962,西洋音樂,(0 2),(0 2)
963,我要聽生日快樂歌,(3 8),(3 8)
964,播放今晚打老虎觸電,(2 7),
965,我想聽快樂情境的歌,(3 5),(3 5)
966,我要聽林俊傑的歌,(3 6),(3 6)
967,光輝歲月,(0 4),(0 4)
968,愛我你就抱抱我,(0 7),(0 7)
969,我要聽王力宏的歌,(3 6),(3 6)
970,我要聽陳綺貞的歌,(3 6),(3 6)
971,我要聽薛之謙的歌,(3 6),(3 6)
972,我要聽林俊傑的歌,(3 6),(3 6)
973,我要聽光年之外,(3 7),(3 7)
974,綠色,(0 2),(0 2)
975,停格,(0 2),(0 2)
976,幫我記錄鑰匙放在口袋裡,(8 10),(8 31)
977,醉玫瑰,(0 3),(0 3)
978,西洋音樂,(0 2),(0 2)
979,兩隻老虎,(0 4),(0 4)
980,播放小紅帽的兒童故事,(6 10),(6 10)
981,我要聽來自天堂,(5 7),(5 7)
982,我要聽光年之外,(3 7),(3 7)
983,愛我你就抱抱我,(0 7),(0 7)
984,我要聽快樂的音樂,(3 6),(3 6)
985,播放一曲相思,(2 6),(2 6)
986,我要聽買榜,(3 5),(3 5)
987,愛江山愛美人,(1 3),(1 3)
988,我要聽王傑的歌,(3 5),(3 5)
989,播放排行榜,(2 5),(2 5)
990,我要聽周杰倫的歌,(3 6),(3 6)
991,愛我你就抱抱我,(0 7),(0 7)
992,愛我你就抱抱我,(0 7),(0 7)
993,播小提琴演奏,(1 6),(1 6)
994,我要聽光年之外,(3 7),(3 7)
995,我要聽我好嗎,(3 6),(3 6)
996,我要聽薛之謙的歌,(3 6),(3 6)
997,我要聽粵語歌,(3 5),(3 5)
998,我要聽費玉清的歌,(3 6),(3 6)
999,我要聽新歌,(3 5),(3 5)
1000,大智,(0 2),(0 2)
1001,我要聽于文文的歌,(3 6),(3 6)
1002,我要聽于文文的歌,(3 6),(3 6)
1003,我要聽新歌,(3 5),(3 5)
1004,我要聽王菲的歌,(3 5),(3 5)
1005,播放二零一八西洋流行歌曲,(6 8) (8 10),(6 8) (8 10)
1006,愛我你就抱抱我,(0 7),(0 7)
1007,我要聽相聲,(3 5),(3 5)
1008,我要聽林俊傑的歌,(3 6),(3 6)
1009,我要聽baby song,(3 12),(3 12)
1010,我要聽新歌,(3 5),(3 5)
1011,我要聽月琴,(3 5),(3 5)
1012,我要聽我好嗎,(3 6),(3 6)
1013,播放音樂,,
1014,我要聽煙花易冷,(3 7),(3 7)
1015,我要聽煙花易冷,(3 7),(3 7)
1016,我要聽童話故事,(3 7),(3 7)
1017,我要聽蔡琴的歌,(3 5),(3 5)
1018,追追追,(0 3),(0 3)
1019,我要聽齊天大聖再鬧天宮,(3 11),(3 11)
1020,黃鶯鶯的哭砂,(0 3) (4 6),(0 3) (4 6)
1021,兩隻老虎,(0 4),(0 4)
1022,我要聽英文歌曲,(3 5),(3 5)
1023,我要聽快樂天堂,(3 7),(3 7)
1024,我要聽我好嗎,(3 6),(3 6)
1025,涼涼,(0 2),(0 2)
1026,生僻字,(0 3),(0 3)
1027,放孫燕姿的歌,(1 4),(1 4)
1028,我要聽田馥甄的歌,(3 6),(3 6)
1029,我要聽對面的女孩看過來,(3 11),(3 11)
1030,我要聽熱門歌曲,(3 5),(3 5)
1031,我要聽台語歌,(3 5),(3 5)
1032,我要聽香草把噗,(3 7),(3 5)
1033,我要聽周杰倫的歌,(3 6),(3 6)
1034,我要聽李千娜的歌,(3 6),(3 6)
1035,我要聽買榜,(3 5),(3 5)
1036,我要聽準備中,(3 6),(3 6)
1037,我要聽許茹芸的歌,(3 6),(3 6)
1038,我要聽動力火車的歌,(3 7),(3 7)
1039,愛我你就抱抱我,(0 7),(0 7)
1040,我要聽田馥甄的歌,(3 6),(3 6)
1041,我要聽孫露的歌,(3 5),(3 5)
1042,放流行音樂,(1 3),(1 3)
1043,我要聽林俊傑的歌,(3 6),(3 6)
1044,我要聽古典音樂,(3 5),(3 5)
1045,播放一曲相思,(2 6),(2 6)
1046,我要聽張惠妹的歌,(3 6),(3 6)
1047,往後餘生,(0 4),(0 4)
1048,我要聽陳綺貞的歌,(3 6),(3 6)
1049,我要聽光年之外,(3 7),(3 7)
1050,請播睡前故事,(2 6),(2 6)
1051,我要聽煙花易冷,(3 7),(3 7)
1052,我要聽粵語歌,(3 5),(3 5)
1053,播放起風了,(2 5),(2 5)
1054,我要聽張學友的歌,(3 6),(3 6)
1055,生僻字,(0 3),(0 3)
1056,請介紹美國德州,(3 5),(3 5)
1057,我要聽鄧麗君的歌,(3 6),(3 6)
1058,卡路里,(0 3),(0 3)
1059,播放一曲相思,(2 6),(2 6)
1060,我要聽 ONE OK ROCK 的歌,(4 15),(4 15)
1061,我要聽陳綺貞的歌,(3 6),(3 6)
1062,播放一曲相思,(2 6),(2 6)
1063,說個笑話,(2 4),(2 4)
1064,我要聽張學友的歌,(3 6),(3 6)
1065,我要聽蔡依林的歌,(3 6),(3 6)
1066,涼涼,(0 2),(0 2)
1067,我要聽防彈少年團的歌,(3 8),(3 8)
1068,愛我你就抱抱我,(0 7),(0 7)
1069,我要聽節奏藍調音樂,(3 7),(3 7)
1070,我要聽劉德華的歌,(3 6),(3 6)
1071,黃小琥,(0 3),(0 3)
1072,我要聽快樂天堂,(3 7),(3 7)
1073,我要聽煙花易冷,(3 7),(3 7)
1074,播放殘酷天使的行動綱領二零零九,(12 14),(2 11)
1075,我要聽喬幼的歌,(3 5),(3 5)
1076,我要聽歪批三國,(3 7),(3 7)
1077,我要聽王力宏的歌,(3 6),(3 6)
1078,我要聽周杰倫的歌,(3 6),(3 6)
1079,我要聽小野麗莎的歌,(3 7),(3 7)
1080,唱一首小蘋果,(3 6),(3 6)
1081,涼涼,(0 2),(0 2)
1082,我要聽熱門歌曲,(3 5),(3 5)
1083,我要聽許茹芸的歌,(3 6),(3 6)
1084,我要聽春天的歌曲,(3 7),(3 7)
1085,唱一首小蘋果,(3 6),(3 6)
1086,沙漠駱駝,(0 4),(0 4)
1087,我要聽陳綺貞的歌,(3 6),(3 6)
1088,播放起風了,(2 5),(2 5)
1089,我要聽于文文的歌,(3 6),(3 6)
1090,就是那個我的幼稚園的那個,(6 9),(10 12)
1091,我要聽心情不好的時候適合聽的歌曲,(3 7),(3 7)
1092,西洋音樂,(0 2),(0 2)
1093,我要聽徐懷鈺的心中的遺憾,(3 6) (7 12),(3 6) (7 12)
1094,我要聽鳳飛飛的歌,(3 6),(3 6)
1095,沙漠駱駝,(0 4),(0 4)
1096,我要聽快樂天堂,(3 7),(3 7)
1097,我要聽歪批三國,(3 7),(3 7)
1098,我要聽床邊故事,(3 7),(3 7)
1099,我要聽鄧麗君的歌,(3 6),(3 6)
1100,我要聽費玉清的歌,(3 6),(3 6)
1101,我要聽愛情的模樣,(3 8),(3 8)
1102,我要聽歪批三國,(3 7),(3 7)
1103,我要聽愛的可能,(3 7),(3 7)
1104,我要聽光年之外,(3 7),(3 7)
1105,我想聽charlie puth的attention,(3 15) (16 25),(3 25)
1106,學貓叫,(0 3),(0 3)
1107,我要聽老歌,(3 5),(3 5)
1108,唱一首小蘋果,(3 6),(3 6)
1109,來首無言的結局,(2 7),(2 7)
1110,我要聽留不住的故事,(3 9),(3 9)
1111,我要聽新歌,(3 5),(3 5)
1112,西洋音樂,(0 2),(0 2)
1113,我要聽 ONE OK ROCK,(4 15),(4 15)
1114,播放一曲相思,(2 6),(2 6)
1115,我要聽新歌,(3 5),(3 5)
1116,我要聽相聲,(3 5),(3 5)
1117,播放起風了,(2 5),(2 5)
1118,我要聽張信哲的歌,(3 6),(3 6)
1119,許富凱,(0 3),(0 3)
1120,播放一曲相思,(2 6),(2 6)
1121,許富凱,(0 3),(0 3)
1122,我要聽買榜,(3 5),(3 5)
1123,我要聽蔡依林的歌,(3 6),(3 6)
1124,我要聽兒歌,(3 5),(3 5)
1125,我要聽粵語歌,(3 5),(3 5)
1126,仁芬旅遊之聲,(2 4),(2 4)
1127,我要聽兒歌,(3 5),(3 5)
1128,我要聽田馥甄的歌,(3 6),(3 6)
1129,陳小雲,(0 3),(0 3)
1130,我要聽齊天大聖再鬧天宮,(3 11),(3 11)
1131,我要聽有聲書,(3 6),(0 6)
1132,我要聽楊丞琳的歌,(3 6),(3 6)
1133,我要聽相聲選粹,(3 7),(3 7)
1134,我要聽茄子蛋的歌,(3 6),(3 6)
1135,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
1136,我要聽月琴,(3 5),(3 5)
1137,我要播戴佩妮的怎樣,(3 6) (7 9),(3 6) (7 9)
1138,我要聽蔡琴的歌,(3 5),(3 5)
1139,我要聽王力宏的歌,(3 6),(3 6)
1140,我要聽綠的草地藍藍天,(7 10),
1141,李玖哲,(0 3),(0 3)
1142,播放韓語歌,(2 4),(2 4)
1143,我要聽 lady gaga 的歌,(4 13),(4 13)
1144,我要聽光年之外,(3 7),(3 7)
1145,彭佳慧,(0 3),(0 3)
1146,生僻字,(0 3),(0 3)
1147,我要聽搖滾音樂,(3 5),(3 5)
1148,我要聽光年之外,(3 7),(3 7)
1149,沙漠駱駝,(0 4),(0 4)
1150,我要聽對面的女孩看過來,(3 11),(3 11)
1151,我要聽蔡依林,(3 6),(3 6)
1152,我要聽生日快樂歌,(3 8),(3 8)
1153,我想聽無言的歌,(3 7),(3 7)
1154,學貓叫,(0 3),(0 3)
1155,孫露的月光小夜曲,(0 2) (3 8),(0 2) (3 8)
1156,學貓叫,(0 3),(0 3)
1157,播放起風了,(2 5),(2 5)
1158,我要聽王力宏的歌,(3 6),(3 6)
1159,我要聽光年之外,(3 7),(3 7)
1160,我要聽搖滾音樂,(3 5),(3 5)
1161,生僻字,(0 3),(0 3)
1162,我想聽無言的結局,(3 8),(3 8)
1163,追追追,(0 3),(0 3)
1164,我要聽華語音樂,(3 5),(3 5)
1165,唱一首小蘋果,(3 6),(3 6)
1166,播放一曲相思,(2 6),(2 6)
1167,我要聽琅琊榜,(3 6),(3 6)
1168,我要聽許茹芸的歌,(3 6),(3 6)
1169,幫我播潘越雲的歌,(3 6),(3 6)
1170,我要聽光年之外,(3 7),(3 7)
1171,我要聽煙花易冷,(3 7),(3 7)
1172,我要聽茄子蛋的歌,(3 6),(3 6)
1173,我要聽于文文的歌,(3 6),(3 6)
1174,愛我你就抱抱我,(0 7),(0 7)
1175,我要聽嘻哈音樂,(3 5),(3 5)
1176,我要聽準備中,(3 6),(3 6)
1177,郭德綱的節目,(4 6),(4 6)
1178,西洋音樂,(0 2),(0 2)
1179,我要聽梁靜茹的歌,(3 6),(3 6)
